SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,SupplierNumber,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
PNTAD IXV INC,BSS,DAP,Taxes,AP,Nexus Enterprise Holdings,6467201,DDD,14680C,7956,407,N93_ENERGY_V,MAJ15_Depreciation_F,MIN1510,1432 ISIT Region Direction,BR_414_PL_BRL,Cost Management,GL_AutoPrepa_AutoReverse,5,Precision Parts Corp,BRL,CAD,521056.08,297.6,0,235.84,0,09/21/2023,06/09/2025,07/31/2025
UQMZJ VFM INC,DIR,MQ,Other expenses,PA,Quantum Dynamics Group,6457208,MAN,14320H,7950,567,N87_FE_F,MAJ20_Allocation_FE_F,MIN0950,1468 ISIT BSS Management,MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,GL_Supplier_Auto_Reversal,43,Leading Products Corp,MXN,USD,421940.36,587.15,0,497.25,0,05/15/2025,10/03/2025,11/01/2025
WFBZY YJW INC,BSS,OPEN,Capitalized production (PRIM),PA,Quantum Dynamics Group,6813000,PP1,14520A,7950,415,N24_FE_MISC_INCOME_F,MAJ20_Allocation_MASA_F,MIN0420,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,MICH_CAW_GLJRNLINTF,GL_Legal_Adjustments,45,Modern Equipment Corp,EUR,USD,653536.43,429.99,0,449.5,0,04/18/2023,05/12/2023,11/01/2025
YTRAW DBJ INC,BSS,Security,Other expenses,AP,Nexus Enterprise Holdings,9840205,LAV,14320H,7956,407,N91_MASA_F,MAJ20_Allocation_MASA_F,MIN0915,9650 Other operational expenses & revenues,MX_839_PL_USD,MassAllocation,Depreciation,31,Innovation Industries Corp,CAD,MXN,155989.19,316.98,0,157.22,0,07/29/2024,08/13/2025,08/23/2025
ZHEZX FUT INC,MQ,EUX,Internal,INV,TechnoGlobal Industries,6417706,MAN,14580A,7956,589,N22_FE_F,MAJ04_Salary_Labor_F,MIN0940,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_USD,MICH_CAW_GLJRNLINTF,GL_AutoPrepa,33,Modern Equipment Corp,BRL,CAD,246202.65,119.74,0,329.18,0,05/13/2025,08/10/2025,08/11/2025
UBFPA VIR INC,BSS,Group EUX,Taxes,PO,Nexus Enterprise Holdings,6240045,GRU,14680C,7950,407,N11_MASA_F,MAJ08_Industrial_Supplies_V,MIN0420,1440 ISIT Infra Data centre & applications platforms (DAP),BR_414_PL_BRL,Payables,GL_Supplier_Auto_Reversal,34,Premier Logistics Co,BRL,BRL,168030.42,609.81,0,232.02,0,07/14/2023,05/31/2025,06/17/2025
IDMOV UHW INC,MQ,IN DIR,Internal,INV,Apex Innovations Ltd,6152000,PPC,14580B,7950,567,N99_DEPRECIATION_F,MAJ20_Cascade_DEPRECIATION_F,MIN2071,1462 ISIT BSS Production Sytems (PS),,Recurring,GL_Intercompany_Reversal,17,Standard Products Company,EUR,CAD,32132.77,331.19,0,755.44,0,02/20/2025,03/17/2025,06/23/2025
TPAUQ NZX INC,IN,SC,External Resources,AP,Nexus Enterprise Holdings,6077000,MAN,14620A,7956,415,N10_MASA_V,MAJ11_Income,MIN0810,1440 ISIT Infra Data centre & applications platforms (DAP),MX_839_PL_MXN,,GL_Supplier,39,Mega Solutions LLC,MXN,CAD,760150.9,719.55,0,642.96,0,07/06/2023,04/01/2025,08/16/2025
QXMYB RGJ INC,BSS,MASS ALLOC,Capitalized production (PRIM),INV,Meridian Solutions Corp,6262000,CGR,14600A,7950,589,N10_MASA_V,MAJ20_Cascade_MASA_F,MIN1120,9650 Other operational expenses & revenues,MX_839_PL_MXN,MassAllocation,GL_Supplier,33,Elite Engineering Services,EUR,MXN,604152.24,110.89,0,895.84,0,10/14/2024,07/22/2025,10/11/2025
UESJP EZW INC,IN,MQ,Taxes,GL,TechnoGlobal Industries,6745000,RIO,14660A,7956,567,N24_FE_MISC_INCOME_F,MAJ20_Cascade_FE_F,MIN0435,1468 ISIT BSS Management,US_415_PL_USD,Spreadsheet,Misc Receipts,5,Premier Logistics Co,CAD,BRL,917735.2,298.32,0,153.66,0,09/12/2024,10/22/2025,10/31/2025
UBFPA VIR INC,IN,Maestro,Other expenses,AP,Apex Innovations Ltd,6413000,PP1,96500N,7950,723,N24_FE_MISC_INCOME_F,MAJ20_Cascade_ENERGY_V,MIN0915,1456 ISIT Charge back central,MX_839_PL_MXN,Cost Management,Debit Memos,21,First Class Manufacturing,EUR,CAD,732425.26,884.31,0,5.07,0,05/08/2024,11/23/2024,04/22/2025
TPAUQ NZX INC,IN,SC,Invoices sent,PA,Nexus Enterprise Holdings,6447100,MAN,14660A,7956,511,N10_MASA_V,MAJ06_Utilities_Energy_V,MIN0956,9650 Other operational expenses & revenues,US_415_PL_USD,MassAllocation,GL_Payroll,37,Quality Components Ltd,USD,CAD,208318.77,979.75,0,990.23,0,02/07/2023,01/14/2024,04/19/2024
XIRPT LDY INC,DIR,NET,Capitalized production (PRIM),INV,Meridian Solutions Corp,6427100,CGR,14480A,7950,0,N23_FE_TRAVEL_F,MAJ03_Temporary_Other_Labor_V,MIN0230,1466 ISIT BSS Supply Chain (SC),MX_589_PL_MXN,Manual,GL_Adjustment,8,Professional Services Corp,GBP,BRL,189090.48,554.27,0,34.53,0,08/31/2024,02/27/2025,10/22/2025
UUYWS OTJ INC,BSS,Group ES,Salaries,INV,Meridian Solutions Corp,6885100,DDD,14340A,7950,511,N97_FE_F,MAJ16_FA_Disposal,MIN0520,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_MXN,Recurring,GL_Payroll,44,Reliable Manufacturing Group,USD,BRL,909701.12,469.18,0,71.86,0,06/16/2023,08/06/2025,08/22/2025
QOGNY YSG INC,DIR,OTHER OP,Telecom Data,GL,Apex Innovations Ltd,6449100,PPC,14580B,7956,511,N10_MASA_V,MAJ20_Cascade_DEPRECIATION_F,MIN2040,1464 ISIT BSS Research & development (RD),CA_407_PL_CAD,Projects,GL_AutoPrepa_AutoReverse,50,Standard Products Company,MXN,CAD,374222.0,302.47,0,430.72,0,10/22/2023,08/08/2024,02/28/2025
PCJGB FBZ INC,BSS,RD,External Resources,AP,Meridian Solutions Corp,6252100,PP1,14480B,7956,511,N93_ENERGY_V,MAJ20_Cascade_FE_F,MIN2076,1452 ISIT Infra Management,,Receivables,GL_Supplier,19,Mega Distribution Group,GBP,USD,720408.3,242.6,0,512.66,0,07/15/2025,09/29/2025,09/30/2025
OWPAZ YVR INC,MQ,Security,Invoices sent,GL,Quantum Dynamics Group,6163000,MAN,98158Z,7956,589,N24_FE_MISC_INCOME_F,MAJ16_Restructuring,MIN0970,1458 ISIT BSS Entreprises Services (ES),BR_414_PL_BRL,Manual,GL_Intercompany,12,Universal Products LLC,MXN,MXN,308675.86,988.64,0,99.67,0,07/12/2025,09/12/2025,09/14/2025
QTFXO IAY INC,MQ,RD,External Resources,AP,Nexus Enterprise Holdings,7200000,MXA,98158Z,7956,415,N99_DEPRECIATION_F,MAJ20_Cascade_ENERGY_F,MIN0923,1436 ISIT Infra Service Line EUX (End User Experience),MX_589_PL_MXN,MICH_CAW_GLJRNLINTF,GL_Financial_AutoReversal,39,Global Tech Solutions,EUR,CAD,199553.51,143.7,0,588.02,0,03/05/2023,04/01/2025,04/23/2025
WGXXI GDV INC,BSS,Maestro,Purchases,PO,TechnoGlobal Industries,9831900,MXA,14580A,7950,407,N23_FE_TRAVEL_F,MAJ20_Cascade_FE_F,MIN0510,9815 Expenses to be reinvoiced or reallocated,BR_414_PL_BRL,Payables,GL_Payroll_Auto_Reversal,46,Integrated Manufacturing,GBP,USD,676534.95,705.92,0,196.68,0,11/27/2023,11/11/2024,08/30/2025
RHOSP VPN INC,DIR,Maestro,Telecom Data,PA,Apex Innovations Ltd,6447710,MXA,14360A,7956,407,N81_MASA_F,MAJ05_Maintenance_V,MIN0230,1464 ISIT BSS Research & development (RD),MX_839_PL_MXN,Recurring,GL_Adjustment,48,Premier Manufacturing Co,MXN,CAD,190423.21,587.72,0,645.5,0,08/20/2023,04/29/2024,07/10/2025
UESJP EZW INC,DIR,SC,Travels,INV,TechnoGlobal Industries,6163000,RIO,98281C,7950,796,N23_FE_TRAVEL_F,MAJ20_Cascade_ENERGY_V,MIN0415,1460 ISIT BSS Methods & Sales (MS),,CLL F189 INTEGRATED RCV,GL_Payroll_Auto_Reversal,5,Professional Resources Ltd,USD,MXN,613623.85,843.77,0,105.17,0,05/01/2025,07/28/2025,08/28/2025
ZANYB HRW INC,DIR,MQ,Depreciation,GL,Nexus Enterprise Holdings,9620100,PP1,14480A,7950,409,N21_FE_V,MAJ20_Cascade_ENERGY_V,MIN0415,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,MICH_EPW_GLJRNLINTF,Receiving,3,Reliable Suppliers Group,BRL,BRL,191471.35,146.93,0,318.7,0,01/03/2023,05/31/2024,06/28/2025
XFZMP NAS INC,MQ,ES,Telecom Data,PO,Meridian Solutions Corp,6418201,RIO,14661C,7956,567,N93_ENERGY_V,MAJ20_Cascade_DEPRECIATION_F,MIN0710,1444 ISIT Infra Service Line NET (Network),MX_839_PL_MXN,,Purchase Invoices,46,Prime Logistics Partners,GBP,BRL,689419.07,877.01,0,937.94,0,05/10/2023,09/28/2023,09/03/2024
FHYZJ CAE INC,BSS,MF,Salaries,AP,TechnoGlobal Industries,6310293,GRU,14580A,7950,200,N10_MASA_V,MAJ21_Allocation_DORD,MIN1120,1462 ISIT BSS Production Sytems (PS),US_415_PL_USD,Manual,GL_Supplier_Auto_Reversal,41,Optimal Distribution Co,USD,CAD,630712.2,952.62,0,617.54,0,08/17/2025,08/20/2025,08/22/2025
VIRQZ BLA INC,BSS,MASS ALLOC,Telecom Voice,INV,Quantum Dynamics Group,6110000,LAV,14600A,7950,723,N94_ENERGY_F,MAJ20_Allocation_FE_F,MIN0415,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_MXN,Recurring,Retirement,19,Excellence Manufacturing,MXN,MXN,940359.09,449.75,0,0.78,0,01/27/2025,10/13/2025,10/30/2025
HRUCH DYY INC,MQ,MQ,Depreciation,PO,Quantum Dynamics Group,6437100,RES,14320G,7956,409,N99_DEPRECIATION_F,MAJ10_Advertising_F,MIN0420,1444 ISIT Infra Service Line NET (Network),US_415_PL_USD,Recurring,CIP Adjustment,18,Global Resources Ltd,BRL,CAD,97318.46,586.2,0,594.39,0,05/05/2023,06/05/2024,06/08/2025
AHHFA AEA INC,MQ,RD,Other expenses,INV,Quantum Dynamics Group,6438201,MAN,14680B,7950,409,N22_FE_F,MAJ15_Depreciation_F,MIN0420,1462 ISIT BSS Production Sytems (PS),BR_414_PL_BRL,Cost Management,Retirement,4,Universal Products LLC,EUR,USD,612208.9,844.9,0,12.09,0,06/07/2023,03/24/2024,10/19/2025
UQMZJ VFM INC,BSS,DIR,Salaries,GL,Quantum Dynamics Group,6745000,GRU,14680C,7950,200,N91_MASA_F,MAJ20_Cascade_ENERGY_F,MIN0435,1460 ISIT BSS Methods & Sales (MS),MX_839_PL_USD,,GL_Allocation_Auto_Revers,45,Precision Services Co,MXN,USD,999545.92,636.18,0,555.44,0,06/08/2023,12/16/2023,02/16/2025
BEJQL UYB INC,DIR,ACC,Telecom Data,AP,Nexus Enterprise Holdings,6417205,DDD,14661C,7956,589,N97_FE_F,MAJ05_Maintenance_F,MIN0920,9650 Other operational expenses & revenues,MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,GL_AutoPrepa,49,Certified Distribution Corp,MXN,CAD,123295.74,370.87,0,101.67,0,09/20/2025,09/20/2025,10/22/2025
LXZUG ARL INC,DIR,AFFILIATE,Telecom Voice,AP,Meridian Solutions Corp,6078000,MXA,14562Z,7950,415,N21_FE_V,MAJ10_Advertising_F,MIN0420,1468 ISIT BSS Management,MX_839_PL_USD,Payables,Receiving,17,Mega Distribution Group,CAD,MXN,541919.74,306.69,0,924.51,0,10/07/2025,10/16/2025,10/31/2025
FKPBU RYS INC,DIR,MASS ALLOC,Purchases,INV,Apex Innovations Ltd,6458201,PPC,96501C,7950,407,N81_MASA_F,MAJ20_Cascade_ENERGY_F,MIN0840,1440 ISIT Infra Data centre & applications platforms (DAP),MX_839_PL_USD,Recurring,GL_Tax,34,Mega Distribution Group,MXN,MXN,65771.54,319.6,0,911.5,0,02/02/2025,05/13/2025,08/17/2025
UUYWS OTJ INC,MQ,MQ,Telecom Data,AP,Meridian Solutions Corp,6252000,MXA,14680B,7956,415,N99_DEPRECIATION_F,MAJ15_Depreciation_F,MIN0910,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,CLL F189 INTEGRATED RCV,Reclass,30,Integrated Solutions Ltd,EUR,USD,194899.07,535.0,0,502.21,0,05/26/2023,07/19/2025,10/31/2025
ARMJJ QMO INC,MQ,DEV,Internal,INV,Meridian Solutions Corp,9831900,MXA,14680B,7950,409,N87_FE_F,MAJ09_General_Overhead_F,MIN0915,1462 ISIT BSS Production Sytems (PS),US_415_PL_USD,Recurring,GL_Allocation,9,Innovation Systems Ltd,CAD,BRL,962967.29,197.0,0,818.81,0,03/20/2024,01/30/2025,07/05/2025
RGFEQ EIJ INC,MQ,OTHER OP,Maintenance & Rental,PO,Nexus Enterprise Holdings,7041005,PPC,14600A,7956,0,N21_FE_V,MAJ16_Restructuring,MIN0956,1466 ISIT BSS Supply Chain (SC),MX_839_PL_MXN,Receivables,GL_Supplier,28,Certified Distribution Corp,GBP,CAD,376325.53,116.64,0,915.93,0,02/15/2023,09/20/2025,10/04/2025
TUSER GEK INC,BSS,DAP,Salaries,PO,TechnoGlobal Industries,6468201,MAN,14620A,7956,511,N91_MASA_F,MAJ02_Prod_Maint_Wages_V,MIN0940,1436 ISIT Infra Service Line EUX (End User Experience),US_415_PL_USD,Cost Management,Adjustment,13,Advanced Systems Group,BRL,CAD,628073.35,456.72,0,492.46,0,08/30/2025,10/20/2025,10/27/2025
WIOBG PIF INC,DIR,RD,Maintenance & Rental,AP,Quantum Dynamics Group,6050000,MAN,14600A,7950,0,N88_CESSIONS_DORD,MAJ02_Prod_Maint_Wages_V,MIN2063,1472 Allocation unpaid intra group invoices by companies from South America,,Cost Management,GL_AutoPrepa_AutoReverse,21,Modern Solutions LLC,CAD,CAD,73945.5,816.01,0,149.21,0,11/17/2023,10/31/2025,10/31/2025
ISWUE KJZ INC,DIR,SC,Salaries,PA,Apex Innovations Ltd,6136700,DDD,98281C,7956,200,N81_MASA_F,MAJ20_Cascade_ENERGY_V,MIN0955,9815 Expenses to be reinvoiced or reallocated,US_415_PL_USD,MICH_CAW_GLJRNLINTF,GL_Allocation,34,Superior Quality Goods,MXN,CAD,95840.99,697.58,0,152.07,0,03/09/2024,04/01/2025,08/31/2025
BBHZN FJP INC,BSS,EC,Depreciation,AP,Quantum Dynamics Group,9830206,DDD,14640A,7956,796,N97_FE_F,MAJ07_Transportation_V,MIN0918,1432 ISIT Region Direction,MX_589_PL_MXN,Receivables,Labor Cost,31,Integrated Solutions Ltd,CAD,BRL,579193.31,130.52,0,567.49,0,04/12/2023,06/05/2024,04/26/2025
ORGZR MOG INC,IN,OPEN,Travels,INV,Nexus Enterprise Holdings,6413000,GRU,14562Z,7950,796,N94_ENERGY_F,MAJ10_Advertising_F,MIN2072,1464 ISIT BSS Research & development (RD),MX_839_PL_USD,CLL F189 INTEGRATED RCV,REC,15,Prime Components Group,USD,BRL,126476.34,682.32,0,843.81,0,05/02/2023,10/03/2024,07/16/2025
BHXWC FQH INC,IN,MF,Invoices sent,PO,Nexus Enterprise Holdings,6261700,DDD,14320J,7950,200,N87_FE_F,MAJ03_Temporary_Other_Labor_V,MIN0956,1444 ISIT Infra Service Line NET (Network),MX_839_PL_USD,MICH_CAW_GLJRNLINTF,GL_Legal_Adjustments,38,Precision Parts Corp,CAD,MXN,719958.43,941.65,0,322.42,0,08/08/2025,10/14/2025,10/27/2025
TUSER GEK INC,IN,QPO,Training,PO,Meridian Solutions Corp,6310100,GRU,14562Z,7950,723,N81_MASA_F,MAJ07_Transportation_V,MIN0970,1448 ISIT Infra Transverse operations (GOM),US_415_PL_USD,MassAllocation,GL_Intercompany,1,Essential Services Co,GBP,USD,398595.64,46.72,0,763.26,0,10/20/2025,10/20/2025,10/27/2025
NSAIV UBH INC,BSS,Group EC,Travels,GL,Quantum Dynamics Group,6456101,RIO,14480A,7950,723,N81_MASA_F,MAJ06_Utilities_Energy_V,MIN0320,1444 ISIT Infra Service Line NET (Network),CA_407_PL_CAD,,Sales Invoices,4,Reliable Suppliers Group,BRL,MXN,748440.57,603.12,0,151.2,0,11/06/2023,11/14/2023,08/25/2025
WGXXI GDV INC,BSS,ACC,Telecom Data,PA,Apex Innovations Ltd,6417704,MTC,14600B,7950,511,N22_FE_F,MAJ05_Maintenance_F,MIN0410,1448 ISIT Infra Transverse operations (GOM),US_415_PL_USD,Assets,GL_Intercompany_Reversal,18,Standard Industries Inc,MXN,BRL,349890.31,526.05,0,692.33,0,12/23/2024,05/23/2025,09/12/2025
MVQRE AAD INC,DIR,GOSM,Training,AP,Meridian Solutions Corp,6240005,MTC,14360A,7950,200,N81_MASA_F,MAJ16_Restructuring,MIN0420,1472 Allocation unpaid intra group invoices by companies from South America,CA_407_PL_CAD,Assets,Addition,29,Innovation Systems Ltd,GBP,BRL,499697.45,208.26,0,140.64,0,02/25/2024,05/22/2024,12/18/2024
LHGNH JEJ INC,DIR,ACC,Other expenses,GL,Nexus Enterprise Holdings,6469201,LAV,14700A,7956,567,N87_FE_F,MAJ05_Maintenance_V,MIN1010,1464 ISIT BSS Research & development (RD),MX_589_PL_MXN,CLL F189 INTEGRATED RCV,GL_Allocation_Auto_Revers,2,Innovation Industries Corp,BRL,MXN,450225.78,732.54,0,731.27,0,12/06/2023,09/14/2025,09/14/2025
WUQXC OKV INC,IN,OTHER OP,Training,AP,Meridian Solutions Corp,6808000,RIO,14520A,7950,796,N24_FE_MISC_INCOME_F,MAJ07_Transportation_V,MIN0965,9828 Other operational expenses & revenue non allocated,MX_839_PL_MXN,,Write-off,14,Reliable Manufacturing Group,USD,BRL,972788.59,266.91,0,107.02,0,09/27/2024,04/11/2025,10/29/2025
MLWUG XPO INC,DIR,SC,Telecom Data,PA,Apex Innovations Ltd,6432000,PP1,14320J,7950,796,N23_FE_TRAVEL_F,MAJ09_General_Overhead_V,MIN2076,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_MXN,Spreadsheet,Usage Cost,45,Leading Products Corp,CAD,USD,332071.41,849.53,0,727.93,0,03/14/2025,09/30/2025,10/31/2025
PUUVV DCB INC,BSS,Group EC,Travels,GL,Quantum Dynamics Group,6078100,RES,14660A,7950,415,N93_ENERGY_V,MAJ20_Cascade_MASA_F,MIN0920,1434 ISIT Method & Quality,US_415_PL_USD,MassAllocation,GL_Payroll_Auto_Reversal,34,Superior Technologies Inc,BRL,CAD,371553.68,631.22,0,855.72,0,04/05/2023,07/13/2024,07/08/2025
LTGLQ JTB INC,BSS,ACC,Maintenance & Rental,GL,Meridian Solutions Corp,6468702,MAN,14700A,7956,0,N30_ENERGY_V,MAJ20_Allocation_MASA_F,MIN0915,1462 ISIT BSS Production Sytems (PS),,,Usage Cost,37,Progressive Technologies,USD,CAD,493034.68,688.13,0,795.0,0,05/18/2024,09/07/2024,09/11/2025
CBZHS FUA INC,MQ,SC,Purchases,PA,Apex Innovations Ltd,9620100,DDD,98158Z,7950,0,N87_FE_F,MAJ04_Salary_Labor_F,MIN0845,1440 ISIT Infra Data centre & applications platforms (DAP),BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,Addition,49,Modern Solutions LLC,GBP,CAD,980558.06,118.21,0,468.69,0,01/16/2024,11/23/2024,03/05/2025
SHSWX NXN INC,MQ,Communications,Depreciation,AP,Meridian Solutions Corp,6310100,GRU,98281C,7950,415,N23_FE_TRAVEL_F,MAJ16_Restructuring,MIN0511,1448 ISIT Infra Transverse operations (GOM),CA_407_PL_CAD,Spreadsheet,GL_Allocation_Auto_Revers,41,Certified Distribution Corp,EUR,BRL,49916.71,359.22,0,623.99,0,07/06/2025,10/02/2025,10/04/2025
AYEAK KJF INC,IN,ES,Maintenance & Rental,PO,Nexus Enterprise Holdings,6448701,LAV,14660A,7956,409,N99_DEPRECIATION_F,MAJ16_FA_Disposal,MIN0435,9828 Other operational expenses & revenue non allocated,CA_407_PL_CAD,MassAllocation,GL_Adjustment,16,Precision Parts Corp,MXN,USD,34369.89,994.2,0,895.07,0,07/09/2024,10/04/2024,03/02/2025
IDHKW WRB INC,MQ,MF,External Resources,PA,Meridian Solutions Corp,6311100,PPC,14340A,7950,200,N23_FE_TRAVEL_F,MAJ15_Depreciation_F,MIN0510,1432 ISIT Region Direction,US_415_PL_USD,Assets,Sales Invoices,6,Optimal Resources Inc,GBP,MXN,354106.77,969.43,0,313.8,0,06/23/2025,09/26/2025,10/31/2025
CEAQC FBV INC,IN,RD,Travels,AP,TechnoGlobal Industries,6448703,DDD,14400C,7950,200,N97_FE_F,MAJ09_Travel_F,MIN0505,1440 ISIT Infra Data centre & applications platforms (DAP),MX_589_PL_MXN,,GL_Accrual_Auto_Reversal,49,Progressive Manufacturing,USD,USD,186408.14,470.29,0,638.89,0,11/10/2023,09/25/2024,03/14/2025
CKYLF OPF INC,MQ,AFFILIATE,Purchases,INV,Nexus Enterprise Holdings,6310100,MXA,14440A,7956,0,N21_FE_V,MAJ09_General_Overhead_F,MIN0916,1468 ISIT BSS Management,MX_839_PL_USD,Spreadsheet,REC,47,Quality First Industries,USD,BRL,696314.0,166.24,0,980.7,0,10/01/2024,01/07/2025,02/21/2025
NWNQI KQP INC,BSS,QPO,External Resources,PO,TechnoGlobal Industries,6468200,GRU,96501C,7950,511,N24_FE_MISC_INCOME_F,MAJ09_General_Overhead_F,MIN0230,1460 ISIT BSS Methods & Sales (MS),CA_407_PL_CAD,Manual,Reclass,47,Superior Quality Goods,EUR,MXN,598842.38,18.55,0,192.65,0,11/17/2023,03/15/2025,04/07/2025
ISTZM SVV INC,IN,MQ,Depreciation,AP,Apex Innovations Ltd,6446200,PP1,14562Z,7950,511,N24_FE_MISC_INCOME_F,MAJ20_Allocation_FE_F,MIN2043,1434 ISIT Method & Quality,MX_839_PL_USD,Spreadsheet,GL_Payroll_Auto_Reversal,32,Optimal Distribution Co,GBP,CAD,324175.79,410.17,0,752.86,0,01/30/2024,05/05/2024,06/12/2025
XQSCM QAD INC,BSS,DIR,Travels,INV,Meridian Solutions Corp,6115701,PPC,14562Z,7956,567,N88_CESSIONS_DORD,MAJ09_General_Overhead_F,MIN0510,1456 ISIT Charge back central,MX_839_PL_USD,Spreadsheet,GL_Intercompany_Reversal,42,Reliable Manufacturing Group,BRL,USD,734774.57,347.08,0,803.53,0,08/13/2025,09/25/2025,10/02/2025
IQTUH IEP INC,IN,QPO,Salaries,GL,Nexus Enterprise Holdings,6310280,RIO,14580A,7950,200,N87_FE_F,MAJ09_General_Overhead_V,MIN0970,1456 ISIT Charge back central,,CLL F189 INTEGRATED RCV,Misc Receipts,20,Essential Services Co,CAD,BRL,292387.92,964.38,0,217.02,0,01/22/2024,06/26/2025,09/13/2025
JKKWM ZOA INC,IN,GOSM,Internal,GL,Apex Innovations Ltd,6163000,PP1,14480A,7950,567,N94_ENERGY_F,MAJ08_Industrial_Supplies_V,MIN0937,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_USD,,GL_Supplier,31,Precision Parts Corp,BRL,MXN,499463.66,965.7,0,249.73,0,05/23/2023,07/15/2025,10/13/2025
YXSHL ZEO INC,IN,Infra - Projects,Other expenses,PO,Meridian Solutions Corp,6447100,MTC,96500Q,7950,0,N24_FE_MISC_INCOME_F,MAJ20_Allocation_MASA_F,MIN0910,1472 Allocation unpaid intra group invoices by companies from South America,CA_407_PL_CAD,Payables,REC,45,Innovation Industries Corp,CAD,CAD,335845.72,797.8,0,851.28,0,05/30/2025,09/14/2025,09/22/2025
TUSER GEK INC,DIR,GOSM,Depreciation,INV,Apex Innovations Ltd,6211011,MAN,14660A,7956,723,N94_ENERGY_F,MAJ20_Cascade_FE_F,MIN0916,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,MICH_EPW_GLJRNLINTF,GL_Tax,25,Universal Supply Chain,USD,USD,444780.44,834.77,0,577.26,0,03/28/2024,05/18/2024,07/06/2024
JKDRP YDO INC,MQ,MF,External Resources,AP,Nexus Enterprise Holdings,6458100,GRU,14600B,7956,415,N99_DEPRECIATION_F,MAJ03_Temporary_Other_Labor_V,MIN2063,1456 ISIT Charge back central,US_415_PL_USD,Cost Management,GL_Allocation_Auto_Revers,14,Standard Products Company,CAD,BRL,58293.27,925.07,0,858.81,0,02/13/2024,07/27/2024,10/06/2024
DGJZN FCG INC,IN,RD,Salaries,AP,TechnoGlobal Industries,6021015,LAV,14720A,7956,200,N87_FE_F,MAJ08_Industrial_Supplies_V,MIN2005,1466 ISIT BSS Supply Chain (SC),BR_414_PL_BRL,MassAllocation,Adjustment,36,Leading Edge Technologies,GBP,BRL,148453.44,463.16,0,688.86,0,02/13/2025,08/15/2025,10/24/2025
YLKVJ FOT INC,MQ,EC,Telecom Data,INV,Nexus Enterprise Holdings,6457703,PPC,96501C,7956,407,N24_FE_MISC_INCOME_F,MAJ04_Salary_Labor_F,MIN0930,1440 ISIT Infra Data centre & applications platforms (DAP),MX_839_PL_MXN,CLL F189 INTEGRATED RCV,Depreciation,26,Standard Products Company,GBP,BRL,103365.91,982.29,0,648.04,0,03/29/2024,10/18/2025,10/20/2025
PUUVV DCB INC,MQ,ES,Capitalized production (PRIM),GL,Apex Innovations Ltd,9820900,PP1,14620A,7950,589,N24_FE_MISC_INCOME_F,MAJ20_Cascade_DEPRECIATION_F,MIN2040,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_USD,Assets,GL_Financial_AutoReversal,1,Certified Components Inc,GBP,MXN,164868.59,585.54,0,317.72,0,04/26/2024,04/04/2025,04/27/2025
KJCVY RQA INC,MQ,Group EUX,Other expenses,AP,TechnoGlobal Industries,6180000,RIO,14660A,7956,415,N70_DEPRECIATION_F,MAJ21_Allocation_DORD,MIN0410,1440 ISIT Infra Data centre & applications platforms (DAP),,MICH_CAW_GLJRNLINTF,Interface,41,Strategic Industries Inc,EUR,MXN,500831.66,472.26,0,405.47,0,09/19/2024,08/12/2025,10/29/2025
TTZFV SAD INC,MQ,ACC,Salaries,PO,Quantum Dynamics Group,6413000,PPC,14480B,7956,511,N10_MASA_V,MAJ16_Restructuring,MIN1010,1440 ISIT Infra Data centre & applications platforms (DAP),BR_414_PL_BRL,Projects,Reclass,19,Precision Services Co,CAD,USD,429083.89,863.89,0,25.76,0,02/24/2024,07/06/2025,07/21/2025
NDWBY MQJ INC,BSS,QPO,Taxes,GL,Quantum Dynamics Group,6447100,PPC,14400C,7950,796,N97_FE_F,MAJ21_Allocation_DORD,MIN0937,9815 Expenses to be reinvoiced or reallocated,,Projects,GL_Allocation_Auto_Revers,8,Elite Engineering Services,MXN,MXN,196942.77,923.9,0,920.54,0,09/17/2024,11/28/2024,05/10/2025
SAQQQ NMB INC,MQ,SC,Taxes,GL,Apex Innovations Ltd,6731000,MAN,96500N,7950,567,N94_ENERGY_F,MAJ11_Income,MIN0960,1456 ISIT Charge back central,US_415_PL_USD,Cost Management,Usage Cost,15,Progressive Manufacturing,USD,MXN,426175.23,291.18,0,587.52,0,07/07/2025,09/23/2025,09/23/2025
