Rgpt New Report,Detail,Supplier,Rgpt 2,Rgpt EURSI,Zone,Fcst 24 tx 24,Fcst 25 tx 25,fcst 26x forecast taux 25,company,Domain,DOMAIN,SL,Sourcing DB currency,Company currency,Dashboard currency Use,Generic suContracts,Reference Name of t Contract,Domain
NA,BS,3,5,5,APAC,67.444,15.124,50.451,416 - XYZ,FIN,BS,,EUR,USD,USD,BSS-Config SA-MS3C-20131214,416 - XYZ BSS-Config,BS
OK,NA,0,4,4,EMEA,28.163,16.897,21.756,414 - SML,OPS,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20110220,414 - SML BSS-Sawl,BS
OK,BS,5,4,2,APAC,88.18,44.667,88.197,414 - SML,OPS,BS,,USD,EUR,USD,BSS-Taxes SA-MS3C-20061018,414 - SML BSS-Taxes,BS
NA,XX,1,1,3,EMEA,21.201,5.655,30.227,415 - ABC,FIN,BS,,BRL,BRL,USD,BSS-Sawl SA-MS3C-20140126,415 - ABC BSS-Sawl,BS
OK,NA,3,5,3,EMEA,15.022,26.96,38.525,415 - ABC,ASSI,BS,,EUR,USD,USD,BSS-Config SA-MS3C-20140117,415 - ABC BSS-Config,BS
NA,BS,1,4,2,APAC,12.819,69.437,######,415 - ABC,OPS,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20071013,415 - ABC BSS-Taxes,BS
NA,BS,5,3,2,APAC,11.872,35.184,10.287,415 - ABC,FIN,BS,,USD,USD,USD,BSS-Other SA-MS3C-20210504,415 - ABC BSS-Other,BS
NA,XX,1,0,1,EMEA,######,74.054,83.605,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Travel SA-MS3C-20221111,416 - XYZ BSS-Travel,BS
OK,XX,5,3,3,EMEA,33.83,35.847,6.44,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Travel SA-MS3C-20220501,415 - ABC BSS-Travel,BS
NA,BS,0,4,3,EMEA,50.663,12.42,21.062,416 - XYZ,FIN,BS,,USD,EUR,USD,BSS-Other SA-MS3C-20200218,416 - XYZ BSS-Other,BS
NA,BS,1,4,4,APAC,65.478,66.057,91.33,414 - SML,OPS,BS,,EUR,EUR,USD,BSS-Sawl SA-MS3C-20200519,414 - SML BSS-Sawl,BS
OK,XX,5,1,0,AMERICAS,49.818,44.424,95.224,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Sawl SA-MS3C-20081027,415 - ABC BSS-Sawl,BS
NA,BS,4,0,0,EMEA,3.448,96.975,82.747,414 - SML,OPS,BS,,USD,EUR,EUR,BSS-Taxes SA-MS3C-20161111,414 - SML BSS-Taxes,BS
NA,BS,4,4,5,EMEA,28.894,74.485,58.463,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Thom SA-MS3C-20120107,415 - ABC BSS-Thom,BS
OK,BS,0,1,5,APAC,59.938,60.144,2.454,414 - SML,ASSI,BS,,EUR,EUR,USD,BSS-Thom SA-MS3C-20101123,414 - SML BSS-Thom,BS
OK,XX,4,2,5,APAC,11.71,66.159,21.456,415 - ABC,OPS,BS,,USD,BRL,USD,BSS-Senio SA-MS3C-20230306,415 - ABC BSS-Senio,BS
OK,NA,1,4,3,EMEA,17.67,52.542,49.488,414 - SML,FIN,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20241109,414 - SML BSS-Taxes,BS
OK,NA,1,4,2,AMERICAS,27.992,89.905,91.622,414 - SML,FIN,BS,,USD,USD,USD,BSS-Senio SA-MS3C-20180801,414 - SML BSS-Senio,BS
OK,BS,0,5,0,APAC,80.837,47.441,61.754,414 - SML,ASSI,BS,,BRL,USD,EUR,BSS-Senio SA-MS3C-20200723,414 - SML BSS-Senio,BS
NA,BS,5,4,4,EMEA,8.359,62.867,71.439,415 - ABC,FIN,BS,,EUR,USD,EUR,BSS-Sawl SA-MS3C-20211105,415 - ABC BSS-Sawl,BS
NA,XX,5,2,4,EMEA,29.687,18.921,61.416,416 - XYZ,FIN,BS,,BRL,EUR,USD,BSS-Sawl SA-MS3C-20060923,416 - XYZ BSS-Sawl,BS
OK,NA,1,4,0,EMEA,80.842,20.002,94.75,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Senio SA-MS3C-20090916,415 - ABC BSS-Senio,BS
OK,NA,2,4,2,AMERICAS,46.576,58.787,6.651,415 - ABC,OPS,BS,,USD,USD,EUR,BSS-Thom SA-MS3C-20160617,415 - ABC BSS-Thom,BS
NA,XX,1,5,3,AMERICAS,50.855,62.475,20.664,414 - SML,FIN,BS,,USD,BRL,USD,BSS-Train SA-MS3C-20170526,414 - SML BSS-Train,BS
OK,BS,4,1,5,AMERICAS,99.188,86.496,72.734,414 - SML,FIN,BS,,USD,USD,USD,BSS-Config SA-MS3C-20181006,414 - SML BSS-Config,BS
OK,BS,2,5,3,APAC,12.049,75.85,36.371,414 - SML,OPS,BS,,EUR,BRL,USD,BSS-Taxes SA-MS3C-20180303,414 - SML BSS-Taxes,BS
NA,XX,1,3,3,APAC,28.864,93.389,49.952,415 - ABC,FIN,BS,,BRL,USD,USD,BSS-Travel SA-MS3C-20141018,415 - ABC BSS-Travel,BS
OK,BS,5,3,0,APAC,17.593,67.232,48.647,414 - SML,FIN,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20090717,414 - SML BSS-Senio,BS
OK,XX,4,0,1,EMEA,76.119,64.494,32.906,415 - ABC,OPS,BS,,USD,BRL,EUR,BSS-Thom SA-MS3C-20091006,415 - ABC BSS-Thom,BS
NA,XX,3,2,5,APAC,98.17,49.379,48.395,414 - SML,FIN,BS,,BRL,EUR,USD,BSS-Other SA-MS3C-20100926,414 - SML BSS-Other,BS
OK,BS,5,5,0,EMEA,56.434,83.519,33.391,414 - SML,FIN,BS,,EUR,BRL,USD,BSS-Sawl SA-MS3C-20161223,414 - SML BSS-Sawl,BS
OK,XX,0,1,3,APAC,55.288,8.351,78.304,415 - ABC,FIN,BS,,BRL,BRL,USD,BSS-Thom SA-MS3C-20140726,415 - ABC BSS-Thom,BS
NA,NA,5,2,3,APAC,12.237,65.074,3.633,414 - SML,FIN,BS,,BRL,BRL,EUR,BSS-Taxes SA-MS3C-20071216,414 - SML BSS-Taxes,BS
NA,BS,0,3,0,APAC,19.704,41.583,71.024,415 - ABC,FIN,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20090404,415 - ABC BSS-Taxes,BS
NA,XX,1,3,0,EMEA,80.814,48.097,62.385,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Travel SA-MS3C-20141125,415 - ABC BSS-Travel,BS
NA,XX,1,0,5,APAC,91.613,57.321,62.13,415 - ABC,ASSI,BS,,EUR,EUR,USD,BSS-Senio SA-MS3C-20251019,415 - ABC BSS-Senio,BS
NA,BS,0,1,0,APAC,47.764,63.366,78.126,414 - SML,ASSI,BS,,EUR,USD,EUR,BSS-Senio SA-MS3C-20050918,414 - SML BSS-Senio,BS
NA,BS,3,2,4,EMEA,38.087,67.405,76.323,414 - SML,ASSI,BS,,BRL,EUR,USD,BSS-Sawl SA-MS3C-20080519,414 - SML BSS-Sawl,BS
OK,XX,1,1,5,AMERICAS,39.288,74.514,25.147,416 - XYZ,FIN,BS,,BRL,USD,USD,BSS-Taxes SA-MS3C-20110223,416 - XYZ BSS-Taxes,BS
OK,BS,1,0,0,APAC,97.678,57.649,2.362,415 - ABC,FIN,BS,,BRL,USD,USD,BSS-Sawl SA-MS3C-20150720,415 - ABC BSS-Sawl,BS
OK,XX,0,2,3,APAC,30.899,88.955,15.797,416 - XYZ,OPS,BS,,BRL,USD,USD,BSS-Train SA-MS3C-20221225,416 - XYZ BSS-Train,BS
OK,BS,2,5,5,APAC,47.499,7.13,8.096,415 - ABC,FIN,BS,,USD,BRL,USD,BSS-Senio SA-MS3C-20170123,415 - ABC BSS-Senio,BS
OK,XX,0,4,0,APAC,37.613,16.918,44.316,416 - XYZ,ASSI,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20161226,416 - XYZ BSS-Travel,BS
OK,XX,5,0,0,EMEA,14.728,26.449,25.345,415 - ABC,ASSI,BS,,BRL,EUR,EUR,BSS-Train SA-MS3C-20100802,415 - ABC BSS-Train,BS
NA,NA,2,2,1,APAC,28.654,79.658,51.475,416 - XYZ,ASSI,BS,,EUR,USD,EUR,BSS-Travel SA-MS3C-20230904,416 - XYZ BSS-Travel,BS
OK,NA,0,1,2,APAC,38.363,7.835,44.372,416 - XYZ,ASSI,BS,,EUR,USD,USD,BSS-Thom SA-MS3C-20111104,416 - XYZ BSS-Thom,BS
NA,NA,0,1,2,AMERICAS,66.5,32.651,15.211,415 - ABC,ASSI,BS,,EUR,USD,EUR,BSS-Senio SA-MS3C-20090518,415 - ABC BSS-Senio,BS
NA,BS,3,0,5,APAC,85.716,63.624,64.136,414 - SML,ASSI,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20240815,414 - SML BSS-Sawl,BS
OK,XX,3,5,3,APAC,29.225,32.917,83.561,416 - XYZ,FIN,BS,,EUR,EUR,EUR,BSS-Thom SA-MS3C-20140125,416 - XYZ BSS-Thom,BS
NA,BS,5,4,2,APAC,76.783,28.92,84.247,415 - ABC,ASSI,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20180206,415 - ABC BSS-Travel,BS
OK,XX,1,0,3,APAC,7.108,6.372,74.995,415 - ABC,ASSI,BS,,BRL,BRL,EUR,BSS-Senio SA-MS3C-20090628,415 - ABC BSS-Senio,BS
OK,XX,3,5,3,APAC,11.727,21.117,46.415,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Taxes SA-MS3C-20180401,416 - XYZ BSS-Taxes,BS
OK,BS,4,4,3,APAC,98.295,59.522,3.091,415 - ABC,ASSI,BS,,USD,USD,USD,BSS-Senio SA-MS3C-20210727,415 - ABC BSS-Senio,BS
NA,BS,4,3,5,EMEA,38.326,15.087,76.046,416 - XYZ,OPS,BS,,EUR,BRL,EUR,BSS-Sawl SA-MS3C-20140917,416 - XYZ BSS-Sawl,BS
OK,NA,3,2,1,APAC,27.032,74.971,21.759,414 - SML,ASSI,BS,,BRL,USD,EUR,BSS-Train SA-MS3C-20250512,414 - SML BSS-Train,BS
NA,NA,0,3,3,APAC,50.201,76.069,46.461,414 - SML,ASSI,BS,,BRL,USD,USD,BSS-Sawl SA-MS3C-20190506,414 - SML BSS-Sawl,BS
OK,XX,2,4,0,EMEA,83.063,28.322,43.615,414 - SML,ASSI,BS,,EUR,BRL,USD,BSS-Taxes SA-MS3C-20120116,414 - SML BSS-Taxes,BS
OK,XX,0,3,3,AMERICAS,78.827,89.506,14.923,414 - SML,FIN,BS,,EUR,EUR,EUR,BSS-Thom SA-MS3C-20070212,414 - SML BSS-Thom,BS
OK,XX,4,4,2,EMEA,66.193,57.364,65.596,415 - ABC,OPS,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20150113,415 - ABC BSS-Taxes,BS
NA,XX,3,4,2,APAC,3.787,92.712,37.703,416 - XYZ,FIN,BS,,BRL,EUR,USD,BSS-Other SA-MS3C-20201113,416 - XYZ BSS-Other,BS
NA,NA,1,3,2,AMERICAS,33.887,8.359,17.53,414 - SML,ASSI,BS,,USD,EUR,EUR,BSS-Travel SA-MS3C-20191107,414 - SML BSS-Travel,BS
OK,BS,4,1,2,AMERICAS,90.913,70.09,72.526,415 - ABC,OPS,BS,,EUR,EUR,EUR,BSS-Thom SA-MS3C-20060908,415 - ABC BSS-Thom,BS
OK,NA,3,1,5,EMEA,84.661,15.834,49.993,414 - SML,ASSI,BS,,BRL,EUR,EUR,BSS-Other SA-MS3C-20170307,414 - SML BSS-Other,BS
OK,BS,0,0,0,APAC,79.009,86.42,58.693,415 - ABC,FIN,BS,,EUR,BRL,EUR,BSS-Taxes SA-MS3C-20210907,415 - ABC BSS-Taxes,BS
NA,BS,4,0,2,AMERICAS,35.474,63.53,42.236,416 - XYZ,FIN,BS,,BRL,USD,EUR,BSS-Travel SA-MS3C-20240413,416 - XYZ BSS-Travel,BS
NA,BS,2,5,0,AMERICAS,75.091,31.914,17.944,414 - SML,ASSI,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20050510,414 - SML BSS-Taxes,BS
OK,XX,4,2,1,EMEA,20.432,99.98,79.304,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20250412,415 - ABC BSS-Sawl,BS
NA,XX,4,1,2,AMERICAS,69.811,68.857,54.196,414 - SML,OPS,BS,,BRL,USD,USD,BSS-Travel SA-MS3C-20200510,414 - SML BSS-Travel,BS
NA,XX,1,3,3,AMERICAS,6.349,69.125,24.1,415 - ABC,ASSI,BS,,EUR,USD,USD,BSS-Config SA-MS3C-20110802,415 - ABC BSS-Config,BS
OK,NA,0,4,4,EMEA,81.91,74.704,6.123,416 - XYZ,OPS,BS,,EUR,EUR,USD,BSS-Train SA-MS3C-20130828,416 - XYZ BSS-Train,BS
OK,XX,2,2,2,AMERICAS,63.67,48.102,63.087,416 - XYZ,ASSI,BS,,USD,USD,USD,BSS-Sawl SA-MS3C-20170816,416 - XYZ BSS-Sawl,BS
OK,XX,5,4,4,APAC,######,73.566,18.78,415 - ABC,FIN,BS,,EUR,USD,USD,BSS-Train SA-MS3C-20050111,415 - ABC BSS-Train,BS
NA,BS,0,3,3,AMERICAS,92.079,51.471,26.43,415 - ABC,FIN,BS,,USD,EUR,USD,BSS-Taxes SA-MS3C-20150823,415 - ABC BSS-Taxes,BS
NA,NA,2,4,3,APAC,69.056,57.843,79.241,416 - XYZ,FIN,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20171008,416 - XYZ BSS-Taxes,BS
NA,XX,2,1,1,APAC,65.01,76.836,1.276,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Taxes SA-MS3C-20060516,415 - ABC BSS-Taxes,BS
NA,BS,3,3,4,APAC,81.861,87.754,30.081,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Travel SA-MS3C-20121025,415 - ABC BSS-Travel,BS
NA,XX,2,0,3,AMERICAS,11.92,84.513,33.129,416 - XYZ,OPS,BS,,EUR,BRL,EUR,BSS-Thom SA-MS3C-20130909,416 - XYZ BSS-Thom,BS
OK,XX,5,3,3,APAC,34.67,82.916,69.552,415 - ABC,ASSI,BS,,USD,BRL,EUR,BSS-Thom SA-MS3C-20060605,415 - ABC BSS-Thom,BS
OK,XX,5,4,3,EMEA,46.201,82.424,61.289,414 - SML,ASSI,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20141107,414 - SML BSS-Senio,BS
NA,BS,4,5,0,APAC,11.662,51.189,38.941,416 - XYZ,ASSI,BS,,BRL,USD,EUR,BSS-Sawl SA-MS3C-20090716,416 - XYZ BSS-Sawl,BS
OK,XX,4,0,3,AMERICAS,7.252,2.381,95.55,414 - SML,ASSI,BS,,BRL,BRL,EUR,BSS-Thom SA-MS3C-20250119,414 - SML BSS-Thom,BS
OK,XX,1,1,3,AMERICAS,94.506,52.39,22.587,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Config SA-MS3C-20230605,415 - ABC BSS-Config,BS
NA,NA,4,2,4,EMEA,63.997,32.353,99.788,415 - ABC,FIN,BS,,BRL,USD,EUR,BSS-Sawl SA-MS3C-20060411,415 - ABC BSS-Sawl,BS
OK,NA,2,3,1,APAC,62.304,42.743,11.0,416 - XYZ,FIN,BS,,USD,BRL,USD,BSS-Train SA-MS3C-20091218,416 - XYZ BSS-Train,BS
NA,XX,2,5,4,EMEA,84.624,6.152,47.288,415 - ABC,ASSI,BS,,BRL,BRL,USD,BSS-Senio SA-MS3C-20200804,415 - ABC BSS-Senio,BS
OK,NA,2,2,5,AMERICAS,9.211,85.505,73.213,415 - ABC,OPS,BS,,EUR,EUR,EUR,BSS-Senio SA-MS3C-20240113,415 - ABC BSS-Senio,BS
NA,NA,2,5,2,AMERICAS,81.891,96.443,74.232,414 - SML,ASSI,BS,,BRL,BRL,USD,BSS-Train SA-MS3C-20130304,414 - SML BSS-Train,BS
NA,NA,1,1,5,EMEA,35.428,######,5.433,416 - XYZ,OPS,BS,,USD,USD,EUR,BSS-Config SA-MS3C-20250924,416 - XYZ BSS-Config,BS
NA,XX,3,5,2,AMERICAS,83.661,44.493,92.689,416 - XYZ,FIN,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20131023,416 - XYZ BSS-Taxes,BS
NA,NA,4,3,3,EMEA,37.584,34.665,23.502,414 - SML,ASSI,BS,,BRL,USD,EUR,BSS-Senio SA-MS3C-20240408,414 - SML BSS-Senio,BS
OK,XX,1,4,2,AMERICAS,80.919,18.045,32.997,415 - ABC,FIN,BS,,EUR,EUR,USD,BSS-Senio SA-MS3C-20090918,415 - ABC BSS-Senio,BS
NA,BS,0,0,4,EMEA,9.225,48.248,69.998,416 - XYZ,FIN,BS,,USD,EUR,USD,BSS-Taxes SA-MS3C-20200123,416 - XYZ BSS-Taxes,BS
OK,BS,4,4,3,AMERICAS,38.391,76.439,57.589,415 - ABC,FIN,BS,,BRL,USD,USD,BSS-Taxes SA-MS3C-20100225,415 - ABC BSS-Taxes,BS
NA,NA,3,2,5,AMERICAS,60.831,68.853,######,414 - SML,FIN,BS,,USD,USD,EUR,BSS-Senio SA-MS3C-20170903,414 - SML BSS-Senio,BS
NA,NA,3,1,5,AMERICAS,10.75,69.644,20.131,414 - SML,OPS,BS,,USD,USD,EUR,BSS-Train SA-MS3C-20131024,414 - SML BSS-Train,BS
OK,NA,1,4,5,AMERICAS,94.681,7.625,######,415 - ABC,ASSI,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20100517,415 - ABC BSS-Sawl,BS
OK,BS,1,0,5,AMERICAS,22.717,22.517,90.423,414 - SML,FIN,BS,,EUR,BRL,USD,BSS-Sawl SA-MS3C-20120607,414 - SML BSS-Sawl,BS
NA,BS,1,0,0,APAC,38.747,52.387,53.713,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Config SA-MS3C-20230312,414 - SML BSS-Config,BS
OK,BS,0,5,4,EMEA,95.775,61.659,38.864,415 - ABC,FIN,BS,,BRL,USD,EUR,BSS-Other SA-MS3C-20200722,415 - ABC BSS-Other,BS
OK,XX,3,3,3,APAC,21.776,69.479,79.248,416 - XYZ,FIN,BS,,BRL,USD,USD,BSS-Taxes SA-MS3C-20100825,416 - XYZ BSS-Taxes,BS
NA,NA,3,1,3,AMERICAS,33.974,90.571,39.14,415 - ABC,OPS,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20160619,415 - ABC BSS-Taxes,BS
OK,NA,4,0,3,EMEA,66.242,80.643,62.7,414 - SML,ASSI,BS,,USD,EUR,USD,BSS-Sawl SA-MS3C-20060103,414 - SML BSS-Sawl,BS
NA,NA,2,1,2,APAC,37.223,25.443,54.933,414 - SML,OPS,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20211005,414 - SML BSS-Travel,BS
OK,NA,2,4,1,AMERICAS,90.813,37.535,85.182,416 - XYZ,OPS,BS,,BRL,BRL,USD,BSS-Config SA-MS3C-20211021,416 - XYZ BSS-Config,BS
NA,BS,2,4,3,APAC,67.416,6.416,28.783,416 - XYZ,OPS,BS,,BRL,EUR,EUR,BSS-Senio SA-MS3C-20080316,416 - XYZ BSS-Senio,BS
NA,NA,2,1,3,APAC,55.882,79.547,71.02,414 - SML,ASSI,BS,,USD,EUR,USD,BSS-Senio SA-MS3C-20220119,414 - SML BSS-Senio,BS
NA,BS,2,2,1,APAC,97.013,34.442,47.45,414 - SML,OPS,BS,,EUR,EUR,USD,BSS-Senio SA-MS3C-20160510,414 - SML BSS-Senio,BS
NA,XX,2,2,2,APAC,99.673,46.967,45.841,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Train SA-MS3C-20110328,415 - ABC BSS-Train,BS
OK,NA,0,4,2,EMEA,42.31,7.177,66.979,415 - ABC,ASSI,BS,,EUR,USD,USD,BSS-Other SA-MS3C-20111114,415 - ABC BSS-Other,BS
NA,NA,5,5,2,APAC,30.39,98.257,11.539,415 - ABC,OPS,BS,,USD,EUR,EUR,BSS-Train SA-MS3C-20080501,415 - ABC BSS-Train,BS
OK,NA,4,4,0,APAC,30.646,43.801,33.602,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Other SA-MS3C-20080408,414 - SML BSS-Other,BS
NA,NA,4,1,0,EMEA,83.074,17.53,62.338,415 - ABC,ASSI,BS,,USD,EUR,USD,BSS-Travel SA-MS3C-20090217,415 - ABC BSS-Travel,BS
NA,NA,2,5,0,APAC,72.461,70.357,32.221,415 - ABC,ASSI,BS,,BRL,EUR,USD,BSS-Config SA-MS3C-20250813,415 - ABC BSS-Config,BS
OK,BS,2,4,1,EMEA,90.921,89.296,47.824,414 - SML,FIN,BS,,BRL,EUR,USD,BSS-Taxes SA-MS3C-20160222,414 - SML BSS-Taxes,BS
OK,BS,4,2,4,AMERICAS,26.841,8.211,25.637,414 - SML,FIN,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20191114,414 - SML BSS-Travel,BS
NA,NA,2,4,3,APAC,68.776,83.126,76.056,416 - XYZ,ASSI,BS,,BRL,EUR,EUR,BSS-Travel SA-MS3C-20060113,416 - XYZ BSS-Travel,BS
NA,XX,4,1,4,AMERICAS,73.18,29.635,1.627,414 - SML,OPS,BS,,USD,USD,USD,BSS-Senio SA-MS3C-20131211,414 - SML BSS-Senio,BS
NA,BS,5,3,0,EMEA,9.644,23.595,53.464,415 - ABC,ASSI,BS,,BRL,USD,EUR,BSS-Other SA-MS3C-20121128,415 - ABC BSS-Other,BS
NA,NA,4,2,3,AMERICAS,25.856,54.612,34.046,415 - ABC,OPS,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20201207,415 - ABC BSS-Senio,BS
NA,XX,5,0,4,APAC,11.169,11.096,85.358,414 - SML,ASSI,BS,,USD,BRL,USD,BSS-Thom SA-MS3C-20181207,414 - SML BSS-Thom,BS
OK,BS,0,0,1,EMEA,50.024,48.005,1.433,415 - ABC,OPS,BS,,EUR,USD,USD,BSS-Sawl SA-MS3C-20150608,415 - ABC BSS-Sawl,BS
NA,XX,3,5,2,EMEA,79.538,14.244,44.749,414 - SML,ASSI,BS,,EUR,EUR,EUR,BSS-Train SA-MS3C-20240301,414 - SML BSS-Train,BS
NA,XX,0,0,5,EMEA,51.661,11.812,45.535,416 - XYZ,ASSI,BS,,EUR,USD,USD,BSS-Thom SA-MS3C-20240913,416 - XYZ BSS-Thom,BS
NA,XX,5,0,5,EMEA,52.481,85.879,33.53,416 - XYZ,OPS,BS,,BRL,BRL,USD,BSS-Config SA-MS3C-20230614,416 - XYZ BSS-Config,BS
OK,NA,2,5,4,AMERICAS,66.225,1.549,49.128,415 - ABC,ASSI,BS,,BRL,USD,EUR,BSS-Train SA-MS3C-20180511,415 - ABC BSS-Train,BS
OK,XX,4,2,1,EMEA,98.509,23.504,62.296,414 - SML,ASSI,BS,,BRL,USD,EUR,BSS-Travel SA-MS3C-20251211,414 - SML BSS-Travel,BS
NA,BS,1,2,5,AMERICAS,16.935,28.71,28.702,414 - SML,FIN,BS,,BRL,USD,USD,BSS-Config SA-MS3C-20190408,414 - SML BSS-Config,BS
NA,XX,3,5,1,AMERICAS,33.532,49.222,36.101,415 - ABC,FIN,BS,,EUR,BRL,EUR,BSS-Senio SA-MS3C-20140317,415 - ABC BSS-Senio,BS
NA,XX,5,2,2,APAC,25.406,39.414,70.801,415 - ABC,FIN,BS,,USD,EUR,USD,BSS-Thom SA-MS3C-20161212,415 - ABC BSS-Thom,BS
OK,XX,0,2,5,EMEA,86.16,79.123,7.402,416 - XYZ,OPS,BS,,BRL,BRL,EUR,BSS-Travel SA-MS3C-20120114,416 - XYZ BSS-Travel,BS
NA,NA,5,3,4,APAC,51.397,93.542,91.214,415 - ABC,FIN,BS,,BRL,BRL,EUR,BSS-Sawl SA-MS3C-20191010,415 - ABC BSS-Sawl,BS
OK,NA,5,4,5,EMEA,72.798,93.37,90.135,414 - SML,FIN,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20070104,414 - SML BSS-Taxes,BS
NA,NA,1,3,4,EMEA,51.649,73.709,33.77,415 - ABC,OPS,BS,,EUR,BRL,USD,BSS-Sawl SA-MS3C-20171020,415 - ABC BSS-Sawl,BS
NA,NA,0,2,3,AMERICAS,13.801,5.846,97.211,416 - XYZ,OPS,BS,,BRL,BRL,EUR,BSS-Senio SA-MS3C-20160627,416 - XYZ BSS-Senio,BS
NA,BS,0,4,5,EMEA,42.924,18.422,99.677,415 - ABC,FIN,BS,,EUR,BRL,EUR,BSS-Thom SA-MS3C-20221101,415 - ABC BSS-Thom,BS
NA,NA,4,4,4,AMERICAS,53.212,43.116,81.191,415 - ABC,ASSI,BS,,BRL,BRL,USD,BSS-Other SA-MS3C-20070608,415 - ABC BSS-Other,BS
OK,BS,1,1,3,EMEA,43.233,10.8,85.622,416 - XYZ,ASSI,BS,,USD,BRL,USD,BSS-Config SA-MS3C-20110527,416 - XYZ BSS-Config,BS
OK,XX,5,5,1,APAC,54.81,88.415,85.328,416 - XYZ,OPS,BS,,BRL,BRL,EUR,BSS-Senio SA-MS3C-20161026,416 - XYZ BSS-Senio,BS
OK,BS,4,1,3,AMERICAS,70.678,78.154,73.859,416 - XYZ,ASSI,BS,,BRL,EUR,USD,BSS-Config SA-MS3C-20071205,416 - XYZ BSS-Config,BS
OK,XX,5,0,0,APAC,4.648,94.323,12.236,414 - SML,ASSI,BS,,USD,BRL,USD,BSS-Taxes SA-MS3C-20050206,414 - SML BSS-Taxes,BS
OK,NA,4,3,0,AMERICAS,9.697,58.203,45.291,415 - ABC,FIN,BS,,EUR,BRL,EUR,BSS-Config SA-MS3C-20190816,415 - ABC BSS-Config,BS
OK,NA,0,1,1,EMEA,15.081,65.059,10.016,415 - ABC,OPS,BS,,BRL,EUR,USD,BSS-Config SA-MS3C-20100909,415 - ABC BSS-Config,BS
NA,BS,4,5,2,APAC,46.995,67.659,57.083,415 - ABC,OPS,BS,,EUR,EUR,EUR,BSS-Train SA-MS3C-20210217,415 - ABC BSS-Train,BS
OK,NA,4,5,2,APAC,9.185,57.295,48.638,414 - SML,OPS,BS,,USD,EUR,EUR,BSS-Taxes SA-MS3C-20070703,414 - SML BSS-Taxes,BS
NA,XX,5,0,4,EMEA,79.644,48.799,1.201,416 - XYZ,OPS,BS,,BRL,EUR,EUR,BSS-Travel SA-MS3C-20080313,416 - XYZ BSS-Travel,BS
OK,NA,2,0,1,APAC,47.07,6.139,46.388,415 - ABC,OPS,BS,,BRL,BRL,USD,BSS-Sawl SA-MS3C-20090807,415 - ABC BSS-Sawl,BS
OK,NA,4,1,0,AMERICAS,3.459,21.956,5.294,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Other SA-MS3C-20061201,415 - ABC BSS-Other,BS
OK,NA,0,4,1,AMERICAS,90.3,9.086,14.309,415 - ABC,OPS,BS,,USD,USD,USD,BSS-Train SA-MS3C-20241015,415 - ABC BSS-Train,BS
NA,BS,2,3,2,APAC,15.279,5.958,96.584,414 - SML,OPS,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20200828,414 - SML BSS-Taxes,BS
NA,XX,4,4,5,EMEA,31.36,22.94,63.808,415 - ABC,ASSI,BS,,USD,USD,EUR,BSS-Sawl SA-MS3C-20190918,415 - ABC BSS-Sawl,BS
NA,XX,4,3,2,APAC,17.201,2.431,9.244,415 - ABC,OPS,BS,,USD,EUR,EUR,BSS-Senio SA-MS3C-20250211,415 - ABC BSS-Senio,BS
OK,XX,5,2,4,APAC,39.464,9.089,######,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Taxes SA-MS3C-20090722,414 - SML BSS-Taxes,BS
