SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,Supplier Number,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
QEDZG SQG INC,DIR,DAP,Training,PA,TechnoGlobal Industries,6112000,MXA,14580A,7950,407,N94_ENERGY_F,MAJ15_Depreciation_F,MIN0920,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,MassAllocation,Retirement,49,Elite Engineering Services,GBP,CAD,510518.68,111.81,0,876.7,0,2024/05/08,2024/06/23,2024/07/23
SVIZY JZY INC,DIR,ACC,Maintenance & Rental,PA,Meridian Solutions Corp,6748000,CGR,14340A,7956,415,N99_DEPRECIATION_F,MAJ20_Cascade_MASA_F,MIN2043,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,MICH_CAW_GLJRNLINTF,GL_Equity,39,Standard Industries Inc,GBP,CAD,68536.4,584.13,0,719.96,0,2024/01/15,2024/02/16,2025/07/09
RLVOY KBH INC,MQ,EUX,Taxes,INV,Quantum Dynamics Group,6580200,RES,14360A,7950,200,N94_ENERGY_F,MAJ02_Prod_Maint_Wages_V,MIN1110,1456 ISIT Charge back central,CA_407_PL_CAD,Recurring,Sales Invoices,32,Advanced Materials Group,BRL,MXN,596158.9,500.82,0,608.69,0,2023/01/19,2025/10/09,2025/10/16
XTCMC IUK INC,DIR,Group EC,Training,GL,TechnoGlobal Industries,6467202,RIO,14520A,7950,723,N97_FE_F,MAJ11_Income,MIN0845,1462 ISIT BSS Production Sytems (PS),BR_414_PL_BRL,MassAllocation,GL_Supplier_Auto_Reversal,36,Dynamic Industries Inc,USD,USD,556800.27,202.8,0,596.98,0,2025/09/20,2025/09/27,2025/10/09
FPKGM MRB INC,MQ,SC,Telecom Data,INV,Meridian Solutions Corp,6132000,PP1,14640A,7956,567,N97_FE_F,MAJ05_Maintenance_F,MIN2062,1444 ISIT Infra Service Line NET (Network),US_415_PL_USD,Receivables,Labor Cost,24,Prime Logistics Partners,MXN,BRL,667709.66,271.76,0,502.11,0,2023/10/15,2023/10/25,2024/05/30
DGJZN FCG INC,DIR,ES,Invoices sent,PA,TechnoGlobal Industries,6433000,PP1,14600A,7950,409,N11_MASA_F,MAJ20_Cascade_ENERGY_V,MIN0511,1470 ISIT BSS IS Region managers (ISRM),CA_407_PL_CAD,MICH_EPW_GLJRNLINTF,GL_Allocation_Auto_Revers,12,Advanced Materials Group,EUR,BRL,212678.88,921.19,0,544.53,0,2023/10/17,2024/11/04,2025/01/01
HRFTJ BII INC,IN,Group EUX,Internal,AP,Nexus Enterprise Holdings,6818000,CGR,14400C,7956,567,N10_MASA_V,MAJ16_Restructuring,MIN0945,1436 ISIT Infra Service Line EUX (End User Experience),CA_407_PL_CAD,Projects,GL_Payroll,40,Certified Distribution Corp,CAD,BRL,372294.98,920.91,0,855.69,0,2024/11/26,2025/07/22,2025/09/17
AJVYA BCH INC,MQ,DEV,Other expenses,PA,TechnoGlobal Industries,6417205,LAV,96501B,7950,589,N21_FE_V,MAJ20_Cascade_DEPRECIATION_F,MIN2062,1434 ISIT Method & Quality,CA_407_PL_CAD,MassAllocation,Purchase Invoices,1,Modern Equipment Corp,CAD,MXN,31976.62,594.43,0,870.45,0,2024/12/28,2025/09/08,2025/10/10
YXSHL ZEO INC,MQ,MASS ALLOC,Telecom Data,GL,Apex Innovations Ltd,6050000,MXA,14680C,7950,511,N88_CESSIONS_DORD,MAJ02_Prod_Maint_Wages_V,MIN1120,1452 ISIT Infra Management,MX_839_PL_USD,,GL_Tax,34,Optimal Distribution Co,CAD,MXN,75092.19,247.8,0,264.06,0,2023/05/13,2025/10/06,2025/10/16
PTCRL NVD INC,IN,MASS ALLOC,Travels,PO,Apex Innovations Ltd,6112000,MTC,14580B,7950,589,N94_ENERGY_F,MAJ20_Cascade_ENERGY_V,MIN0320,1466 ISIT BSS Supply Chain (SC),CA_407_PL_CAD,Cost Management,GL_Legal_Adjustments,40,Dynamic Industries Inc,EUR,MXN,293506.79,360.47,0,122.87,0,2023/08/25,2024/12/01,2025/09/30
BKJBV FCP INC,BSS,MQ,Capitalized production (PRIM),GL,Nexus Enterprise Holdings,6467201,CGR,98158Z,7956,796,N23_FE_TRAVEL_F,MAJ15_Depreciation_F,MIN2043,1448 ISIT Infra Transverse operations (GOM),MX_839_PL_MXN,Cost Management,GL_Equity,43,Dynamic Industries Inc,USD,MXN,850926.21,395.23,0,139.2,0,2023/05/14,2023/08/03,2025/03/07
SPMPQ XRH INC,DIR,Security,Telecom Data,AP,Nexus Enterprise Holdings,6745000,LAV,14640A,7950,407,N22_FE_F,MAJ07_Transportation_V,MIN0435,1472 Allocation unpaid intra group invoices by companies from South America,CA_407_PL_CAD,MICH_CAW_GLJRNLINTF,Inventory,26,Modern Equipment Corp,CAD,USD,468814.8,406.72,0,570.26,0,2024/12/20,2024/12/21,2025/10/28
MUGXA FHX INC,MQ,Communications,Training,PO,Quantum Dynamics Group,6251000,LAV,14660A,7950,415,N94_ENERGY_F,MAJ04_Salary_Labor_F,MIN0955,9828 Other operational expenses & revenue non allocated,,Cost Management,GL_Financial_AutoReversal,40,Optimal Resources Inc,BRL,USD,423474.51,281.77,0,541.75,0,2025/08/10,2025/08/10,2025/08/15
HRFTJ BII INC,MQ,RD,Depreciation,AP,Meridian Solutions Corp,9840900,MTC,14320G,7956,511,N23_FE_TRAVEL_F,MAJ10_Advertising_F,MIN0930,9815 Expenses to be reinvoiced or reallocated,US_415_PL_USD,,Inventory,13,Elite Distribution Corp,CAD,CAD,720252.94,87.42,0,864.35,0,2023/01/26,2025/04/25,2025/08/05
WAIPN YYX INC,IN,Group ES,Training,INV,Nexus Enterprise Holdings,6310702,MXA,14360A,7956,0,N11_MASA_F,MAJ15_Depreciation_F,MIN0410,1456 ISIT Charge back central,US_415_PL_USD,MassAllocation,Write-off,28,Leading Edge Technologies,EUR,BRL,315644.52,170.85,0,390.48,0,2023/08/04,2025/06/13,2025/08/10
YTRAW DBJ INC,DIR,SC,Other expenses,AP,Meridian Solutions Corp,6240000,DDD,14580B,7956,723,N97_FE_F,MAJ20_Cascade_MASA_F,MIN1630,1464 ISIT BSS Research & development (RD),US_415_PL_USD,Payables,GL_Equity,25,Precision Services Co,CAD,BRL,560969.8,651.62,0,37.75,0,2025/08/17,2025/10/03,2025/10/16
CMUDD RZU INC,MQ,AFFILIATE,Depreciation,INV,TechnoGlobal Industries,6041000,PP1,96501B,7950,796,N97_FE_F,MAJ11_Income,MIN0521,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,Recurring,GL_Equity,11,Modern Equipment Corp,GBP,CAD,885085.45,467.23,0,147.96,0,2025/03/14,2025/10/08,2025/10/24
TQRGL TPK INC,DIR,EUX,Purchases,AP,Quantum Dynamics Group,6313100,LAV,14320F,7956,0,N24_FE_MISC_INCOME_F,MAJ02_Prod_Maint_Wages_V,MIN2005,1464 ISIT BSS Research & development (RD),MX_839_PL_MXN,Payables,GL_AutoPrepa,1,Standard Industries Inc,EUR,MXN,903214.3,988.06,0,488.9,0,2025/04/08,2025/04/12,2025/05/17
BMQJK QEJ INC,IN,OTHER OP,Travels,PA,TechnoGlobal Industries,6871100,MTC,14600B,7950,415,N10_MASA_V,MAJ20_Cascade_ENERGY_V,MIN2043,1436 ISIT Infra Service Line EUX (End User Experience),BR_414_PL_BRL,CLL F189 INTEGRATED RCV,GL_Adjustment,32,Superior Technologies Inc,USD,BRL,616493.2,594.77,0,235.33,0,2024/12/05,2025/04/07,2025/08/16
ADTAC NGC INC,MQ,DIR,Travels,AP,Apex Innovations Ltd,6183000,GRU,14661C,7950,511,N70_DEPRECIATION_F,MAJ20_Cascade_ENERGY_F,MIN2103,1466 ISIT BSS Supply Chain (SC),MX_839_PL_USD,CLL F189 INTEGRATED RCV,Labor Cost,24,Mega Distribution Group,BRL,BRL,120242.66,634.97,0,119.02,0,2024/12/16,2025/01/04,2025/04/02
XTCMC IUK INC,DIR,NET,Purchases,INV,Quantum Dynamics Group,6021015,GRU,14520A,7950,409,N91_MASA_F,MAJ11_Income,MIN2063,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,CLL F189 INTEGRATED RCV,Debit Memos,9,Universal Supply Chain,CAD,MXN,486121.46,24.95,0,611.92,0,2023/08/25,2023/09/23,2025/02/12
AYEAK KJF INC,MQ,Infra - Projects,Depreciation,AP,Quantum Dynamics Group,6467201,MAN,14640A,7950,0,N10_MASA_V,MAJ15_Depreciation_F,MIN0970,1464 ISIT BSS Research & development (RD),MX_839_PL_USD,Payables,GL_Financial,22,Quality Components Ltd,BRL,MXN,39682.73,408.05,0,23.37,0,2025/09/30,2025/10/25,2025/10/26
PQZHG MYA INC,DIR,OPEN,Purchases,GL,Quantum Dynamics Group,6468703,MAN,14720A,7950,409,N30_ENERGY_V,MAJ09_General_Overhead_V,MIN1011,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_USD,CLL F189 INTEGRATED RCV,Receiving,14,Dynamic Solutions Group,BRL,MXN,229166.52,353.1,0,540.1,0,2025/10/12,2025/10/17,2025/10/21
MVQRE AAD INC,DIR,MQ,Taxes,PO,Meridian Solutions Corp,6871100,MAN,14680B,7950,407,N22_FE_F,MAJ08_Industrial_Supplies_V,MIN0965,9650 Other operational expenses & revenues,,Spreadsheet,Retirement,49,Leading Products Corp,CAD,MXN,851487.34,513.63,0,251.57,0,2024/04/26,2024/11/26,2024/12/25
PQZHG MYA INC,IN,Maestro,Salaries,PA,Meridian Solutions Corp,6469200,DDD,14440A,7956,567,N81_MASA_F,MAJ15_Depreciation_F,MIN0930,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,Recurring,Reclass,11,Precision Parts Corp,MXN,CAD,824104.13,366.52,0,473.48,0,2025/05/01,2025/07/27,2025/07/29
VIRQZ BLA INC,MQ,AFFILIATE,Internal,PA,Quantum Dynamics Group,6447201,PPC,14720A,7956,200,N10_MASA_V,MAJ05_Maintenance_V,MIN2005,9815 Expenses to be reinvoiced or reallocated,BR_414_PL_BRL,CLL F189 INTEGRATED RCV,GL_Supplier_Auto_Reversal,25,Universal Products LLC,EUR,USD,644390.34,481.35,0,299.43,0,2024/05/17,2025/08/19,2025/10/17
ZTMRZ ONO INC,MQ,MQ,External Resources,INV,Nexus Enterprise Holdings,9860205,MTC,14320G,7950,567,N10_MASA_V,MAJ16_Restructuring,MIN0940,1436 ISIT Infra Service Line EUX (End User Experience),US_415_PL_USD,,GL_Supplier,25,Global Resources Ltd,USD,CAD,242157.6,170.07,0,787.34,0,2025/05/23,2025/10/20,2025/10/21
RHOSP VPN INC,BSS,DEV,Maintenance & Rental,PO,Nexus Enterprise Holdings,6432000,GRU,14562Z,7956,589,N97_FE_F,MAJ21_Allocation_DORD,MIN0923,9650 Other operational expenses & revenues,BR_414_PL_BRL,Recurring,GL_Allocation,19,Optimal Distribution Co,EUR,BRL,546803.98,500.53,0,54.52,0,2024/12/09,2025/03/10,2025/10/11
RGGGU BQW INC,MQ,AFFILIATE,Travels,GL,Apex Innovations Ltd,6877100,RES,14700A,7950,415,N94_ENERGY_F,MAJ16_Restructuring,MIN0919,1462 ISIT BSS Production Sytems (PS),CA_407_PL_CAD,Receivables,GL_Payroll,12,Global Tech Solutions,CAD,BRL,943734.26,938.21,0,496.49,0,2024/11/04,2025/02/24,2025/06/17
WZHNM LWX INC,BSS,OTHER OP,Depreciation,PO,TechnoGlobal Industries,6251000,GRU,14480A,7956,200,N97_FE_F,MAJ21_Allocation_DORD,MIN1011,1462 ISIT BSS Production Sytems (PS),MX_839_PL_USD,Receivables,Freight,40,Dynamic Solutions Group,EUR,BRL,717391.41,568.38,0,362.13,0,2024/12/04,2025/07/21,2025/09/12
TSJPV DIF INC,MQ,Group EUX,Travels,GL,Meridian Solutions Corp,6448713,CGR,14320G,7956,407,N87_FE_F,MAJ02_Prod_Maint_Wages_V,MIN2040,1448 ISIT Infra Transverse operations (GOM),CA_407_PL_CAD,Cost Management,GL_Adjustment,49,Professional Services Corp,GBP,CAD,542857.9,180.8,0,525.72,0,2024/03/20,2024/06/30,2024/07/12
EWJKZ GGW INC,DIR,RD,Maintenance & Rental,PA,Meridian Solutions Corp,6137000,PPC,14640A,7950,723,N10_MASA_V,MAJ20_Cascade_ENERGY_V,MIN0937,1472 Allocation unpaid intra group invoices by companies from South America,,MassAllocation,GL_AutoPrepa_AutoReverse,16,Progressive Manufacturing,CAD,USD,34464.73,207.3,0,602.51,0,2025/10/16,2025/10/26,2025/10/28
RMNVB YRA INC,DIR,Infra - Projects,Telecom Data,PO,Meridian Solutions Corp,6418701,DDD,14600A,7950,407,N11_MASA_F,MAJ10_Advertising_F,MIN0610,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_MXN,,GL_Intercompany_Reversal,1,Certified Components Inc,MXN,CAD,392237.58,55.72,0,420.03,0,2024/10/25,2025/07/05,2025/08/30
AJNEH ONP INC,DIR,EC,Depreciation,INV,TechnoGlobal Industries,6473000,MTC,14520A,7956,0,N11_MASA_F,MAJ16_FA_Disposal,MIN0435,1452 ISIT Infra Management,,Manual,GL_Supplier_Auto_Reversal,1,First Class Manufacturing,USD,USD,693592.55,702.23,0,161.02,0,2024/04/14,2024/09/08,2025/01/06
PADFL HVP INC,IN,Group ES,Other expenses,GL,Apex Innovations Ltd,6417707,GRU,14560B,7956,409,N21_FE_V,MAJ04_Salary_Labor_F,MIN1120,1436 ISIT Infra Service Line EUX (End User Experience),,Assets,Adjustment,16,Optimal Distribution Co,CAD,CAD,498207.3,508.74,0,639.31,0,2024/12/20,2025/04/20,2025/06/05
RUZZH SSU INC,DIR,DEV,Travels,AP,Apex Innovations Ltd,6417709,CGR,96500N,7956,200,N10_MASA_V,MAJ05_Maintenance_F,MIN0410,1440 ISIT Infra Data centre & applications platforms (DAP),BR_414_PL_BRL,Receivables,GL_Financial,14,Prime Components Group,USD,USD,897701.84,260.77,0,346.5,0,2025/04/24,2025/08/19,2025/10/26
NWQXI RXG INC,BSS,IN DIR,Purchases,PO,Apex Innovations Ltd,6469200,RES,14520A,7956,796,N10_MASA_V,MAJ10_Advertising_F,MIN0960,1464 ISIT BSS Research & development (RD),BR_414_PL_BRL,Projects,GL_Equity,13,Global Tech Solutions,BRL,USD,679509.56,642.21,0,504.31,0,2023/10/21,2025/01/12,2025/01/15
WZHNM LWX INC,DIR,Security,Invoices sent,PO,TechnoGlobal Industries,6137000,GRU,96501C,7956,511,N11_MASA_F,MAJ09_General_Overhead_F,MIN0917,9650 Other operational expenses & revenues,BR_414_PL_BRL,Payables,Interface,38,Integrated Solutions Ltd,EUR,USD,436127.03,470.1,0,32.24,0,2025/04/01,2025/07/13,2025/09/02
NZIEP BUM INC,MQ,MASS ALLOC,Depreciation,AP,Nexus Enterprise Holdings,6419999,RIO,14360A,7956,415,N87_FE_F,MAJ20_Cascade_ENERGY_V,MIN2005,1432 ISIT Region Direction,MX_839_PL_USD,MICH_CAW_GLJRNLINTF,Debit Memos,14,Innovation Systems Ltd,USD,BRL,38426.48,52.35,0,39.67,0,2023/01/22,2024/10/28,2024/12/23
KNEHT ZGM INC,DIR,RD,Telecom Data,PA,Nexus Enterprise Holdings,6150000,LAV,14700A,7956,415,N21_FE_V,MAJ11_Income,MIN1011,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,MICH_CAW_GLJRNLINTF,GL_Payroll,47,Modern Equipment Corp,USD,BRL,734693.96,833.92,0,359.61,0,2023/12/12,2025/09/02,2025/09/12
NZIEP BUM INC,IN,AFFILIATE,External Resources,PO,Apex Innovations Ltd,6153000,GRU,14700A,7950,200,N22_FE_F,MAJ09_General_Overhead_V,MIN0925,1456 ISIT Charge back central,,Spreadsheet,Purchase Invoices,19,Advanced Systems Group,USD,USD,397490.46,117.62,0,867.67,0,2023/03/16,2024/01/28,2025/07/02
PUUVV DCB INC,DIR,Infra - Projects,Maintenance & Rental,GL,Meridian Solutions Corp,6184000,PP1,14620A,7956,511,N99_DEPRECIATION_F,MAJ02_Prod_Maint_Wages_V,MIN2040,9650 Other operational expenses & revenues,US_415_PL_USD,CLL F189 INTEGRATED RCV,GL_Equity,18,Standard Industries Inc,BRL,BRL,595157.11,415.9,0,709.95,0,2023/12/25,2024/08/09,2025/09/26
VPLDK PHS INC,IN,QPO,Other expenses,PA,Apex Innovations Ltd,6447706,DDD,14661C,7950,409,N81_MASA_F,MAJ09_Travel_F,MIN0916,1468 ISIT BSS Management,CA_407_PL_CAD,Payables,GL_Payroll,47,Progressive Technologies,BRL,MXN,936354.88,865.1,0,538.81,0,2025/07/24,2025/10/19,2025/10/25
ZTMRZ ONO INC,MQ,EUX,Invoices sent,AP,Quantum Dynamics Group,6077000,MXA,14400A,7950,0,N10_MASA_V,MAJ09_General_Overhead_F,MIN1010,1458 ISIT BSS Entreprises Services (ES),CA_407_PL_CAD,,Debit Memos,41,Precision Parts Corp,USD,CAD,738827.93,366.86,0,880.52,0,2025/04/23,2025/09/14,2025/09/22
CMUDD RZU INC,IN,DAP,Telecom Voice,PO,Quantum Dynamics Group,6474100,PP1,14640A,7956,723,N23_FE_TRAVEL_F,MAJ20_Cascade_MASA_F,MIN0840,1434 ISIT Method & Quality,CA_407_PL_CAD,CLL F189 INTEGRATED RCV,Depreciation,49,Professional Resources Ltd,BRL,MXN,265449.32,353.09,0,19.74,0,2024/02/26,2025/05/11,2025/09/23
GYTRC WED INC,BSS,EC,Salaries,INV,Apex Innovations Ltd,9820900,LAV,14720A,7950,796,N30_ENERGY_V,MAJ05_Maintenance_V,MIN0510,1470 ISIT BSS IS Region managers (ISRM),,Payables,CIP Adjustment,32,Optimal Distribution Co,BRL,USD,453073.76,352.4,0,164.6,0,2023/04/20,2024/03/23,2025/06/20
DJHUR TWQ INC,IN,Infra - Projects,Training,AP,Meridian Solutions Corp,7041005,MXA,96501B,7956,723,N11_MASA_F,MAJ20_Cascade_ENERGY_F,MIN0950,1452 ISIT Infra Management,US_415_PL_USD,Receivables,Receiving,48,Universal Products LLC,EUR,CAD,526359.81,617.42,0,241.6,0,2024/10/07,2025/07/12,2025/10/19
NXIVA CVA INC,DIR,DEV,External Resources,PA,Nexus Enterprise Holdings,9830206,RES,14320G,7956,589,N23_FE_TRAVEL_F,MAJ20_Cascade_ENERGY_V,MIN0915,1452 ISIT Infra Management,,CLL F189 INTEGRATED RCV,GL_Allocation,11,Superior Quality Goods,GBP,BRL,460423.76,292.04,0,852.32,0,2024/03/10,2024/07/03,2025/06/11
ODSQK XHJ INC,MQ,Group ES,Maintenance & Rental,INV,Nexus Enterprise Holdings,6446200,PPC,96500N,7956,0,N88_CESSIONS_DORD,MAJ21_Allocation_DORD,MIN0210,1456 ISIT Charge back central,,Cost Management,Purchase Invoices,37,Integrated Manufacturing,BRL,CAD,843487.69,716.0,0,86.0,0,2024/02/18,2024/04/02,2024/05/24
LCGRH DQH INC,IN,Group EUX,Purchases,GL,Quantum Dynamics Group,6115700,PP1,14320H,7956,567,N70_DEPRECIATION_F,MAJ20_Cascade_ENERGY_F,MIN0920,1456 ISIT Charge back central,MX_839_PL_MXN,Assets,GL_Financial_AutoReversal,14,First Class Services Ltd,BRL,MXN,439346.67,352.77,0,533.06,0,2023/03/22,2024/01/28,2024/04/30
CDZPR IJJ INC,BSS,Maestro,Maintenance & Rental,PA,Meridian Solutions Corp,6063000,MXA,14560B,7950,567,N21_FE_V,MAJ21_Allocation_DORD,MIN0919,9650 Other operational expenses & revenues,US_415_PL_USD,CLL F189 INTEGRATED RCV,Write-off,8,Mega Distribution Group,CAD,BRL,295692.65,903.13,0,286.41,0,2024/12/22,2025/02/03,2025/04/29
JKDRP YDO INC,BSS,OTHER OP,Telecom Data,AP,Nexus Enterprise Holdings,6261000,PPC,14340A,7950,415,N10_MASA_V,MAJ16_Restructuring,MIN0919,1436 ISIT Infra Service Line EUX (End User Experience),,MICH_EPW_GLJRNLINTF,Purchase Invoices,13,Strategic Industries Inc,EUR,CAD,637124.78,527.64,0,943.05,0,2024/01/25,2025/05/18,2025/07/20
WGXXI GDV INC,IN,DEV,Telecom Voice,PA,Nexus Enterprise Holdings,6163000,GRU,14600A,7950,567,N23_FE_TRAVEL_F,MAJ20_Cascade_ENERGY_V,MIN2071,1434 ISIT Method & Quality,US_415_PL_USD,MICH_EPW_GLJRNLINTF,GL_Legal_Adjustments,36,First Class Services Ltd,MXN,MXN,981391.36,276.54,0,649.51,0,2024/07/12,2025/07/26,2025/10/18
RLVOY KBH INC,IN,IN DIR,Purchases,GL,Nexus Enterprise Holdings,6187000,PPC,98158Z,7956,200,N93_ENERGY_V,MAJ20_Allocation_FE_F,MIN1120,1472 Allocation unpaid intra group invoices by companies from South America,BR_414_PL_BRL,MassAllocation,Usage Cost,49,Innovation Systems Ltd,CAD,USD,966400.45,605.8,0,16.34,0,2024/12/14,2025/10/19,2025/10/31
WMOTK MTJ INC,IN,EUX,Purchases,GL,TechnoGlobal Industries,6477100,PP1,14680C,7956,511,N81_MASA_F,MAJ20_Allocation_FE_F,MIN0955,1440 ISIT Infra Data centre & applications platforms (DAP),,Recurring,GL_Supplier,5,Elite Engineering Services,EUR,USD,334717.39,533.64,0,134.02,0,2024/01/19,2025/05/16,2025/10/11
YVYWJ HJM INC,IN,OTHER OP,Telecom Data,INV,TechnoGlobal Industries,6115701,MAN,14440A,7950,200,N81_MASA_F,MAJ20_Cascade_ENERGY_V,MIN0965,9815 Expenses to be reinvoiced or reallocated,MX_589_PL_MXN,Recurring,Labor Cost,1,Progressive Manufacturing,BRL,BRL,189879.79,407.2,0,659.69,0,2025/03/28,2025/10/13,2025/10/18
WSLWS HWB INC,IN,DIR,Taxes,PO,Nexus Enterprise Holdings,6457708,DDD,98281C,7950,796,N81_MASA_F,MAJ21_Allocation_DORD,MIN2103,1444 ISIT Infra Service Line NET (Network),MX_839_PL_USD,Spreadsheet,Reclass,35,Innovation Systems Ltd,EUR,MXN,902399.36,116.92,0,992.69,0,2025/05/22,2025/06/04,2025/08/23
WZHNM LWX INC,IN,AFFILIATE,Purchases,PO,Quantum Dynamics Group,6447702,CGR,14340A,7950,0,N94_ENERGY_F,MAJ09_General_Overhead_F,MIN1510,1466 ISIT BSS Supply Chain (SC),,Projects,Adjustment,29,Excellence Products Co,CAD,CAD,654984.12,683.1,0,900.58,0,2024/09/05,2025/08/22,2025/10/26
FHYZJ CAE INC,IN,NET,Purchases,AP,Meridian Solutions Corp,6261700,GRU,14600A,7950,589,N70_DEPRECIATION_F,MAJ09_General_Overhead_F,MIN0435,1432 ISIT Region Direction,BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,GL_Intercompany_Reversal,36,Integrated Solutions Ltd,CAD,USD,665841.39,389.42,0,490.48,0,2025/02/18,2025/09/06,2025/09/21
MIQIK HCH INC,IN,MASS ALLOC,External Resources,PA,Quantum Dynamics Group,9860291,CGR,14320G,7956,589,N99_DEPRECIATION_F,MAJ21_Allocation_DORD,MIN0915,1460 ISIT BSS Methods & Sales (MS),CA_407_PL_CAD,CLL F189 INTEGRATED RCV,Adjustment,14,Premier Manufacturing Co,USD,BRL,309215.3,592.61,0,758.88,0,2023/02/07,2024/04/06,2025/01/21
WFBZY YJW INC,BSS,ACC,Internal,AP,Nexus Enterprise Holdings,6447201,PP1,96500Q,7950,200,N97_FE_F,MAJ09_General_Overhead_V,MIN1011,1464 ISIT BSS Research & development (RD),US_415_PL_USD,MassAllocation,Purchase Invoices,30,Essential Materials Ltd,USD,CAD,408125.02,500.67,0,290.84,0,2023/02/16,2025/06/19,2025/07/16
JKKWM ZOA INC,MQ,Group EC,Travels,PO,Meridian Solutions Corp,6873100,DDD,14360A,7950,407,N81_MASA_F,MAJ07_Transportation_V,MIN0916,1452 ISIT Infra Management,,CLL F189 INTEGRATED RCV,GL_AutoPrepa,45,Universal Supply Chain,CAD,MXN,780235.79,747.78,0,401.13,0,2023/07/24,2024/10/13,2025/03/27
FKPBU RYS INC,IN,EUX,Telecom Voice,AP,Apex Innovations Ltd,9840291,CGR,14320G,7950,723,N22_FE_F,MAJ09_General_Overhead_F,MIN0923,9828 Other operational expenses & revenue non allocated,,Receivables,Depreciation,48,Universal Products LLC,GBP,USD,850308.79,578.3,0,319.41,0,2024/06/20,2025/03/22,2025/09/15
JXCRC VGI INC,IN,Maestro,Depreciation,GL,Meridian Solutions Corp,6417701,CGR,14562Z,7956,511,N10_MASA_V,MAJ20_Allocation_MASA_F,MIN0520,9815 Expenses to be reinvoiced or reallocated,BR_414_PL_BRL,Projects,Sales Invoices,39,Leading Edge Technologies,USD,MXN,267019.72,232.05,0,467.84,0,2023/10/31,2025/06/26,2025/08/18
AJVYA BCH INC,DIR,IN DIR,Telecom Data,INV,Quantum Dynamics Group,6310707,PPC,14480A,7950,200,N94_ENERGY_F,MAJ05_Maintenance_F,MIN0415,1464 ISIT BSS Research & development (RD),CA_407_PL_CAD,Projects,Sales Invoices,13,Universal Supply Chain,GBP,USD,509188.99,395.5,0,429.53,0,2023/12/12,2025/05/23,2025/08/10
WAIFC HCT INC,BSS,Group EUX,External Resources,PO,TechnoGlobal Industries,6182000,PPC,14640A,7950,567,N81_MASA_F,MAJ20_Cascade_ENERGY_F,MIN2040,1458 ISIT BSS Entreprises Services (ES),,Manual,Usage Cost,50,Optimal Resources Inc,EUR,CAD,637028.95,314.37,0,36.71,0,2024/06/06,2024/12/05,2025/06/21
KJCVY RQA INC,DIR,AFFILIATE,Other expenses,PO,Nexus Enterprise Holdings,6457200,GRU,98158Z,7956,200,N81_MASA_F,MAJ07_Transportation_V,MIN0920,1452 ISIT Infra Management,BR_414_PL_BRL,MassAllocation,Freight,39,First Class Services Ltd,USD,MXN,787846.74,612.0,0,213.47,0,2023/04/01,2024/07/12,2024/10/02
ODENK MSP INC,DIR,OTHER OP,Telecom Voice,PO,TechnoGlobal Industries,6417711,DDD,14640A,7956,409,N93_ENERGY_V,MAJ20_Cascade_ENERGY_V,MIN2103,1460 ISIT BSS Methods & Sales (MS),CA_407_PL_CAD,Projects,GL_Payroll_Auto_Reversal,28,Advanced Systems Group,GBP,MXN,-9414.5,779.2,0,743.91,0,2025/07/15,2025/10/12,2025/10/15
AJNEH ONP INC,IN,Infra - Projects,Maintenance & Rental,AP,Quantum Dynamics Group,6112000,LAV,14560B,7956,723,N91_MASA_F,MAJ08_Industrial_Supplies_V,MIN1620,1434 ISIT Method & Quality,MX_839_PL_MXN,MassAllocation,Reclass,19,Dynamic Solutions Group,EUR,MXN,491187.64,658.38,0,843.33,0,2023/05/31,2024/05/16,2024/09/16
CKFQC ONI INC,IN,EUX,Depreciation,INV,Nexus Enterprise Holdings,6417204,RES,14660A,7956,589,N23_FE_TRAVEL_F,MAJ05_Maintenance_F,MIN0960,1444 ISIT Infra Service Line NET (Network),CA_407_PL_CAD,MICH_CAW_GLJRNLINTF,GL_Tax,14,Advanced Materials Group,MXN,MXN,575237.87,576.57,0,305.39,0,2023/10/21,2024/07/04,2025/05/13
PCJGB FBZ INC,IN,Communications,Salaries,INV,Quantum Dynamics Group,6458703,RES,14320H,7956,409,N93_ENERGY_V,MAJ15_Depreciation_F,MIN0810,1436 ISIT Infra Service Line EUX (End User Experience),CA_407_PL_CAD,Spreadsheet,GL_AutoPrepa,33,Prime Components Group,EUR,USD,417267.89,453.89,0,697.98,0,2025/01/04,2025/07/07,2025/10/28
